TransactionAmount,TransactionType,MerchantCategory,Location,DeviceType,SpendingDeviationScore,VelocityScore,GeoAnomalyScore,PaymentChannel
500.74,3,3,4,2,-0.01,18,0.33,2
10.31,2,1,0,0,-0.62,8,0.52,3
1329.06,0,4,2,3,-0.15,12,0.81,3
673.21,3,6,4,0,0.23,8,0.15,0
31.48,1,4,1,3,-0.52,16,0.2,2
14.93,2,5,5,3,1.91,18,0.16,3
115.33,1,5,1,3,0.51,17,0.95,3
538.48,3,2,6,3,3.13,12,0.85,2
329.28,3,1,2,0,-0.56,16,0.92,1
5.98,1,5,3,0,-1.24,19,0.55,0
11.37,2,7,4,2,-0.05,10,0.33,3
12.9,2,2,5,0,-1.3,13,0.12,0
270.28,3,1,7,1,-0.8,13,0.66,2
267.16,1,5,5,3,-1.55,4,0.75,1
77.27,1,0,7,1,-0.07,20,0.3,1
1131.17,0,2,3,1,0.06,4,0.28,2
64.52,2,1,5,0,-0.06,16,0.13,0
347.76,3,6,2,1,0.23,8,0.05,3
841.18,0,5,2,2,2.1,15,0.17,3
18.39,1,1,1,1,1.42,4,0.13,0
10.6,2,6,2,0,0.54,1,0.41,0
1075.56,0,6,3,0,0.24,3,0.46,0
1331.94,0,6,0,2,0.17,6,0.03,2
331.09,3,2,3,2,0.72,2,0.63,1
36.99,2,7,0,3,0.91,1,0.11,3
14.69,2,2,2,2,2.07,3,0.81,0
1466.62,0,0,5,1,0.47,10,0.09,1
29.87,1,7,7,2,0.42,19,0.32,3
21.98,2,5,2,0,1.3,17,0.24,1
22.29,2,4,7,0,0.53,6,0.06,1
1193.86,0,2,3,1,-0.63,12,0.03,1
8.98,2,2,2,2,-0.79,17,0.63,0
102.73,1,0,3,3,-1.27,9,0.85,2
177.57,1,2,5,1,-0.14,16,0.11,3
58.15,2,5,3,1,0.54,20,0.9,0
134.09,1,0,5,3,-0.19,20,0.02,1
10.79,2,3,3,3,-0.2,14,0.01,0
42.78,2,4,0,1,-0.01,14,0.19,0
573.56,0,2,0,2,0.44,12,0.77,2
109.81,1,6,3,3,-1.58,14,0.95,1
79.0,1,1,4,0,-2.22,6,0.33,1
428.75,3,4,4,1,-0.5,5,0.52,0
37.73,2,0,3,3,-0.05,18,0.76,0
1350.4,0,4,0,1,-2.09,18,0.22,1
145.61,1,0,2,1,0.15,11,0.01,2
14.27,2,1,3,2,0.58,15,0.8,2
11.16,2,2,4,2,-0.48,20,0.91,3
54.04,2,7,4,1,-0.63,3,0.57,0
579.57,3,1,0,1,-1.27,13,0.52,1
38.03,2,6,2,2,0.42,8,0.43,2
1199.03,0,1,0,0,0.67,7,0.34,2
28.54,1,2,6,1,0.31,16,0.89,1
78.38,1,1,4,3,1.07,4,0.78,2
14.89,2,7,0,1,-0.44,16,0.51,2
15.94,2,6,3,3,1.42,10,0.95,3
27.41,1,7,1,3,-0.05,3,0.52,2
576.9,0,7,3,3,0.66,19,0.11,3
561.86,3,2,2,3,1.01,5,0.89,0
222.26,3,4,0,1,-0.51,3,0.2,0
211.06,1,3,1,1,-0.86,1,0.47,0
160.93,1,3,2,3,-0.06,15,0.61,0
1355.55,0,1,1,0,-0.62,14,0.59,0
31.25,1,6,2,0,-0.42,6,0.23,1
760.79,0,6,5,1,-3.04,9,0.29,0
25.42,2,2,6,3,-1.23,18,0.65,1
40.04,1,7,7,1,-1.09,19,0.05,0
93.36,1,2,0,3,0.71,12,0.42,1
14.37,2,0,5,0,-1.06,17,0.91,0
20.25,2,0,5,0,0.64,1,0.18,3
11.09,2,6,1,1,1.04,14,0.21,2
110.9,3,3,5,1,-0.25,14,0.61,0
1135.23,0,3,3,2,-0.48,3,0.23,0
181.29,0,2,7,2,-0.48,12,0.32,3
1055.45,0,4,1,1,1.14,17,0.72,3
659.55,0,2,2,0,-0.07,3,0.44,0
968.08,0,6,5,3,0.12,13,0.87,0
411.35,3,1,6,2,-2.12,12,0.19,2
1238.36,0,3,7,1,1.11,7,0.42,3
302.13,3,3,3,3,0.9,20,0.21,0
12.58,2,4,7,2,0.99,11,0.4,2
247.86,3,3,2,0,-0.55,2,0.28,2
399.0,3,0,6,0,-1.11,19,0.42,1
56.68,2,5,6,0,0.14,7,0.56,3
28.84,1,3,5,2,-0.1,16,0.52,1
23.2,2,5,5,0,-0.08,15,0.28,3
218.67,1,2,2,1,-0.03,6,0.55,3
9.94,2,2,3,3,1.87,18,0.17,1
1293.56,0,4,4,2,1.59,12,0.03,1
7.32,1,1,1,3,0.0,16,0.78,2
0.76,1,6,1,3,0.1,18,0.12,0
22.64,2,5,5,2,-0.99,12,0.81,1
193.12,3,1,7,0,0.98,13,0.17,2
490.66,0,0,3,0,1.07,13,0.32,0
257.26,3,7,0,1,0.57,9,0.89,3
140.96,1,2,1,1,0.63,16,0.45,0
1963.28,0,6,5,0,-2.43,3,0.41,3
12.21,2,6,4,3,0.83,14,0.37,0
1515.54,0,0,3,3,-0.08,6,0.44,3
517.38,3,4,0,0,-1.03,6,0.34,3
317.24,3,1,4,0,0.05,2,0.46,2
24.33,2,5,7,0,1.7,14,0.71,3
852.65,0,4,4,3,0.41,1,0.23,1
6.84,2,0,3,0,0.61,1,0.06,3
829.95,0,4,0,1,0.05,7,0.95,2
19.51,2,2,6,0,0.79,12,0.38,1
216.41,0,4,2,0,-1.18,6,0.79,1
1276.01,0,6,1,0,-0.36,13,0.76,3
414.02,1,3,3,3,-2.24,17,0.45,0
1228.08,0,1,1,1,0.77,10,0.21,1
1188.92,0,0,5,0,1.14,4,0.57,3
0.27,1,0,2,2,0.09,5,0.89,3
418.65,3,4,6,2,-0.47,1,0.54,3
549.81,3,0,2,0,0.26,19,0.93,0
335.02,3,5,1,1,1.18,8,0.1,3
78.76,1,6,3,2,1.58,13,0.06,2
27.89,2,6,2,1,-1.75,1,0.5,2
223.24,1,1,4,2,0.46,18,0.63,3
58.68,1,4,5,2,0.1,19,0.76,2
20.29,2,4,0,3,-0.18,7,0.02,3
34.18,2,4,5,2,0.46,20,0.43,3
84.09,3,7,3,3,1.5,17,0.16,3
16.43,2,5,1,1,0.48,1,0.3,2
475.24,3,3,2,2,0.83,1,0.56,2
262.54,3,2,4,3,0.12,1,0.94,1
21.98,2,2,7,3,0.1,10,0.98,1
1.13,1,3,0,0,-1.64,2,0.22,2
14.28,2,5,4,1,1.39,4,0.62,3
28.87,2,2,2,1,-0.92,12,0.69,3
778.82,0,2,6,1,-1.1,14,0.4,3
28.21,2,7,1,3,-0.33,17,0.5,3
98.61,1,3,1,3,0.14,18,0.49,2
310.45,3,0,1,3,-0.22,6,0.58,3
108.32,3,2,6,2,-0.03,7,0.22,1
683.28,0,1,2,2,-0.21,14,0.34,3
69.94,1,0,2,2,2.95,3,0.46,3
85.45,2,5,3,0,-0.06,17,0.95,1
332.53,3,6,6,2,0.9,2,0.5,1
233.06,3,1,2,2,-1.07,8,0.31,2
1235.03,0,5,2,0,-1.76,8,0.57,1
1856.52,0,0,4,2,0.71,16,0.7,2
24.96,2,1,4,0,0.81,17,0.0,2
70.43,1,4,5,1,-0.26,14,0.25,0
159.26,1,4,1,3,-0.7,2,0.99,1
195.32,3,5,3,0,-0.56,13,0.87,0
1363.49,0,2,6,3,0.16,19,0.47,0
792.73,0,3,3,3,-0.14,6,0.83,1
350.05,3,2,0,2,-1.38,20,0.32,3
17.79,1,0,0,0,-0.81,20,0.1,1
420.77,3,5,6,2,-1.19,9,0.72,2
1540.31,0,0,4,1,-0.37,18,0.08,3
1.17,1,1,5,1,0.69,19,0.87,2
1154.41,0,5,3,0,0.13,16,0.29,1
38.15,2,4,1,1,-0.39,14,0.82,3
944.08,3,1,6,0,0.33,1,0.14,3
44.07,1,5,7,2,-1.47,6,0.84,1
488.41,3,4,4,3,0.42,2,0.04,2
568.45,0,1,6,1,-0.15,6,0.19,0
273.8,3,3,1,0,-0.6,5,0.33,1
22.03,2,3,6,2,0.72,17,0.47,3
25.78,2,4,0,3,-1.12,5,0.58,3
17.33,2,5,7,2,0.41,7,0.48,0
246.32,3,3,7,0,-0.55,19,0.52,3
5.62,1,6,2,1,-0.23,13,0.44,2
22.76,2,0,4,1,0.17,9,0.47,3
51.48,1,6,1,1,1.02,15,0.38,1
230.4,3,6,4,1,0.42,3,0.13,2
2.89,2,4,7,2,-0.51,19,0.32,1
300.27,3,6,0,0,1.26,9,0.33,3
24.11,2,4,4,1,1.03,13,0.99,2
28.16,1,7,6,2,0.26,9,0.63,2
195.85,1,7,5,0,0.38,7,0.28,0
1679.85,0,2,6,2,0.34,4,0.36,2
203.29,1,4,3,0,-0.83,18,0.36,3
20.25,2,5,7,0,0.98,3,0.96,0
13.84,2,0,0,0,0.29,17,0.49,2
27.11,2,6,6,0,-1.32,10,0.53,0
559.03,3,5,4,3,-1.13,13,0.0,1
32.88,1,4,3,0,-0.43,11,0.52,1
359.1,3,0,0,3,-0.9,6,0.04,3
194.74,1,3,2,3,0.05,3,0.76,1
522.49,3,7,6,2,-0.91,9,0.0,2
54.19,3,1,0,1,0.06,2,0.02,0
650.05,3,1,0,0,0.53,19,0.84,2
68.51,1,2,6,0,-0.97,13,0.29,3
357.54,3,5,4,1,0.63,13,0.25,2
123.66,1,3,6,2,-2.32,7,0.43,2
0.01,3,1,0,3,0.15,9,0.43,2
1727.04,0,7,7,3,0.28,1,0.38,0
12.27,2,4,6,3,1.33,9,0.81,0
1406.65,0,1,1,3,0.82,9,0.11,0
403.07,0,5,7,3,2.35,19,0.64,2
31.07,1,0,0,3,1.14,18,0.42,0
31.15,2,0,2,0,0.1,12,0.95,0
1407.82,0,0,7,3,0.46,9,0.89,3
1709.28,0,0,1,2,-1.34,14,0.9,1
150.87,1,1,6,0,0.17,5,0.02,3
228.27,0,7,4,1,-2.76,5,0.89,3
1101.9,0,4,0,1,0.49,13,0.28,0
248.41,1,1,5,3,0.81,8,0.04,1
7.39,2,5,7,2,0.44,17,0.48,3
838.3,0,3,6,3,-0.17,10,0.92,2
19.22,2,6,6,1,-1.44,9,0.69,2
142.28,1,4,3,2,0.39,1,0.77,1
17.5,2,2,3,0,-0.05,15,0.47,2
906.71,0,2,6,2,0.53,9,0.21,2
17.87,2,5,5,2,0.87,4,0.85,0
43.5,2,5,5,0,-0.3,10,0.93,0
37.17,1,5,2,1,0.38,19,0.98,0
1159.56,0,0,6,2,-1.85,3,0.34,3
324.81,3,2,1,0,-1.22,14,0.63,0
323.1,3,3,6,0,0.16,1,0.74,0
58.84,1,5,6,0,-1.77,12,0.08,2
330.14,3,2,1,1,-0.04,6,0.02,1
53.45,1,2,2,1,-0.05,8,0.62,2
39.01,1,7,0,3,-0.02,2,0.39,3
379.76,0,4,3,1,1.35,6,0.36,0
34.98,2,6,6,0,0.37,14,0.07,0
651.34,0,1,0,2,-1.36,8,0.13,1
10.52,2,4,3,1,-0.19,7,0.83,3
19.28,2,5,0,2,2.02,2,0.21,2
423.02,3,4,2,0,-1.33,9,0.66,0
5.66,1,5,3,3,-1.91,4,0.0,1
1023.02,0,3,7,2,-0.49,4,0.89,3
11.23,2,7,5,2,-1.32,5,0.69,2
1405.23,0,0,1,1,0.58,17,0.65,0
324.84,1,1,0,3,0.92,20,0.96,1
32.12,2,7,0,2,-0.12,13,0.77,0
29.11,2,3,1,3,-0.69,9,0.18,2
396.73,3,7,5,2,-0.13,11,0.07,2
592.52,0,6,3,2,0.83,20,0.45,1
267.47,3,4,5,1,-0.85,10,0.63,3
91.19,1,2,3,1,-0.34,2,0.14,3
1100.36,0,3,3,2,1.18,20,0.04,2
280.39,3,7,5,0,0.53,20,0.99,2
1388.6,0,1,4,0,1.11,12,0.02,0
1089.8,0,3,1,2,0.61,2,0.78,1
0.01,3,2,2,0,-0.67,9,0.47,0
1247.84,0,1,6,0,-1.09,3,0.44,0
30.07,1,5,2,2,0.63,3,0.6,3
408.63,3,4,1,3,-1.39,18,0.47,1
1756.58,0,1,7,1,-0.18,15,0.27,0
41.01,2,0,0,2,-0.41,12,0.76,1
21.4,3,3,7,0,0.48,8,0.4,3
4.19,1,2,7,3,1.17,15,0.39,2
41.84,1,6,7,3,0.53,9,0.22,3
988.18,0,0,5,1,-0.38,13,0.7,3
17.6,2,3,4,1,-1.14,12,0.45,2
0.01,3,6,4,3,1.76,8,0.74,1
115.27,0,2,1,2,-0.8,14,0.17,2
294.88,3,1,4,3,-0.05,18,0.42,0
19.12,2,3,6,0,1.02,18,0.37,1
429.72,3,1,2,3,0.06,5,1.0,1
873.31,0,6,7,1,0.91,3,0.78,1
409.81,3,6,0,1,0.69,8,0.55,1
10.43,2,7,0,3,-0.49,2,0.1,2
32.05,2,3,4,1,1.49,1,0.36,0
13.61,2,1,7,2,1.02,13,0.87,0
22.43,2,6,3,2,0.02,15,0.76,0
191.82,3,6,2,3,-1.75,15,0.26,3
0.01,3,3,6,1,0.12,17,0.15,2
7.26,2,1,4,2,0.15,14,0.56,2
31.19,2,2,3,1,1.48,9,0.21,0
711.61,0,6,7,0,1.37,20,0.63,3
955.6,0,6,0,2,1.32,11,0.95,3
1714.08,0,2,3,1,0.58,11,0.89,2
849.54,3,1,4,3,1.82,14,0.03,0
245.68,3,4,1,3,0.7,18,0.55,3
14.31,2,4,2,2,0.42,11,0.89,0
654.88,0,7,2,2,0.7,16,0.44,1
44.46,1,5,5,3,0.1,17,0.68,3
986.96,0,7,4,1,0.13,15,0.47,0
10.81,2,7,3,2,-2.41,3,0.8,3
0.01,0,7,1,1,-0.31,2,0.0,1
1577.8,0,5,5,0,-0.86,19,0.39,0
22.91,1,5,2,1,1.89,5,0.12,0
210.26,3,0,5,1,-0.01,5,0.93,1
7.17,2,6,3,1,-2.29,3,0.16,2
3.16,1,3,0,3,-1.38,7,0.39,0
549.56,0,3,5,1,-0.43,7,0.51,3
322.97,3,2,6,0,-0.42,17,0.49,1
875.97,0,4,7,0,0.02,18,0.31,2
1073.74,0,3,0,3,1.09,16,0.93,3
110.77,1,4,2,3,1.35,5,0.03,3
32.94,2,7,3,3,0.6,3,0.22,2
452.04,3,6,5,3,-0.54,16,0.5,1
458.44,3,2,3,0,-1.89,16,0.61,1
93.08,3,4,3,2,1.38,10,0.62,1
633.98,0,5,4,1,-0.61,11,0.05,2
1213.94,0,1,6,3,-0.54,19,0.72,3
124.61,1,2,4,0,0.88,16,0.04,3
345.86,3,7,3,3,-0.55,4,0.32,1
4.67,2,4,5,2,-1.73,15,0.65,0
208.88,0,3,5,0,0.61,2,0.06,3
159.14,3,2,1,2,-0.28,13,0.79,2
386.72,1,7,5,2,1.21,10,0.59,1
1485.26,0,6,7,2,-0.38,7,0.79,1
1621.1,0,3,4,1,0.72,12,0.34,3
131.7,1,0,7,3,-0.84,18,0.36,2
24.49,2,6,4,2,-1.0,18,0.36,3
138.25,1,1,6,3,0.52,9,0.07,0
797.45,0,6,5,2,0.08,2,0.62,1
763.65,0,4,1,3,1.51,14,0.73,0
7.12,2,0,0,2,0.59,19,0.91,3
149.31,1,5,5,1,1.49,4,0.84,1
1602.99,0,4,1,0,1.9,3,0.95,0
1310.67,0,5,4,2,0.65,9,0.62,0
565.47,0,3,1,2,1.11,7,0.91,1
441.26,3,7,0,0,0.67,11,0.04,0
3.71,1,1,1,1,0.9,4,0.93,3
324.55,3,7,4,1,1.51,13,0.08,0
9.22,1,4,5,0,1.43,19,0.75,2
871.98,0,4,3,3,-1.6,6,0.24,3
19.54,2,6,2,1,0.97,11,0.75,1
18.85,1,4,2,3,-0.49,15,0.18,3
259.37,3,1,2,2,-0.37,16,0.97,3
11.65,2,4,0,2,1.32,7,0.23,1
1475.44,0,4,6,2,0.12,17,0.41,1
135.66,3,0,4,0,-1.15,1,0.28,2
1016.53,0,7,4,0,-1.02,6,0.5,1
4.28,3,3,1,3,-0.22,13,0.73,0
8.64,2,6,1,1,-1.68,19,0.8,2
419.1,3,1,5,0,0.37,9,0.14,0
15.25,2,4,0,3,0.87,2,0.78,3
9.89,1,4,2,2,-0.59,10,0.83,2
6.92,2,3,7,3,-0.18,13,0.74,1
14.18,1,0,0,1,-2.62,11,0.93,2
12.0,1,4,7,1,-0.63,14,0.59,1
26.58,2,6,5,3,-0.82,7,0.89,1
191.49,1,3,5,0,-1.42,6,0.15,0
766.13,0,7,5,2,0.71,2,0.66,0
1284.18,0,5,5,0,0.54,11,0.09,0
179.73,0,6,1,3,0.05,3,0.7,0
153.25,3,0,3,2,-0.78,19,0.95,0
47.03,1,6,2,2,-0.57,20,0.2,0
619.78,0,7,1,2,0.61,13,0.08,3
90.36,1,7,1,2,1.08,16,0.0,2
13.14,2,5,1,2,1.11,20,0.43,0
1596.09,0,2,4,2,-0.1,13,0.69,3
80.12,1,4,7,1,-2.34,13,0.84,3
250.76,1,3,7,0,-1.72,2,0.58,3
1119.07,0,7,7,0,0.68,17,0.76,0
610.13,3,1,0,0,-0.35,20,0.46,3
323.36,3,0,7,0,-0.32,16,0.69,0
1092.01,0,2,7,3,-0.74,7,0.61,3
118.27,1,7,3,2,-0.51,17,0.33,0
1251.35,0,1,6,1,-0.02,2,0.58,3
540.47,0,1,3,0,1.6,16,0.64,0
253.2,3,5,4,2,-0.64,1,0.58,1
137.06,1,6,7,1,1.34,4,0.71,3
26.06,2,6,0,1,0.66,2,0.06,2
13.93,2,4,7,3,1.38,16,0.5,0
15.26,2,1,6,2,0.62,8,0.78,0
750.87,0,0,5,1,1.75,2,0.12,0
149.87,3,1,2,2,-0.09,7,0.2,1
525.7,3,6,1,1,-1.4,7,0.57,1
1100.75,0,5,6,3,2.61,16,0.91,0
523.04,0,6,0,0,-2.23,15,0.69,3
43.34,2,0,3,3,-0.91,3,0.26,2
253.32,3,4,0,1,0.14,13,0.85,2
0.01,3,1,3,3,-0.88,20,0.57,3
1620.42,0,4,5,0,-0.46,18,0.85,3
8.67,1,5,0,3,1.16,15,0.33,0
600.04,3,5,5,1,0.87,8,0.64,2
1.55,1,4,7,1,-1.01,2,0.49,0
62.43,1,2,6,1,0.47,16,0.29,0
233.68,3,4,1,0,0.71,6,0.6,1
163.72,1,2,0,2,1.11,12,0.96,0
14.43,2,3,4,1,0.76,12,0.94,3
1626.21,0,4,6,0,0.69,17,0.46,1
1340.79,0,5,5,2,0.82,13,0.22,1
512.54,3,5,6,3,-1.3,6,0.11,3
193.15,1,2,0,0,0.63,15,0.26,2
533.32,3,4,0,3,-0.54,17,0.86,3
12.56,2,0,6,2,2.71,19,0.69,3
2.83,2,2,0,3,1.47,1,0.56,1
181.14,1,6,4,0,1.54,20,0.49,2
220.11,3,5,5,1,0.27,18,0.63,0
176.19,0,4,5,1,0.51,2,0.57,3
34.76,1,5,1,1,-0.02,19,0.28,1
30.94,2,4,7,3,-0.35,14,0.58,1
1208.65,0,2,3,3,0.08,14,0.12,1
10.11,2,4,1,1,1.07,9,0.6,3
75.4,2,6,0,2,-0.34,1,0.11,1
257.69,3,7,0,1,0.07,15,0.01,3
364.31,3,3,3,1,0.8,6,0.17,0
393.75,3,4,2,2,-0.66,12,0.48,2
15.64,2,0,6,0,0.39,16,0.04,2
1597.03,0,7,3,0,-0.8,3,0.5,1
495.14,0,6,7,3,-0.4,20,0.42,1
2074.17,0,2,6,1,1.75,9,0.01,0
582.22,3,4,3,1,-0.63,8,0.27,2
19.21,2,4,5,0,0.53,5,0.66,1
16.54,2,2,0,0,0.65,9,0.81,2
91.07,1,1,2,0,0.29,17,0.76,3
23.44,2,7,2,2,0.45,5,0.08,3
87.84,1,3,4,3,-0.28,9,0.84,1
442.07,3,1,2,3,-3.62,16,0.14,3
32.58,2,7,4,1,0.45,8,0.6,2
127.08,3,3,7,0,-0.58,14,0.94,0
1029.18,0,6,2,0,-1.09,18,0.24,0
27.61,2,4,0,0,-0.44,7,0.28,0
476.85,3,1,6,0,1.25,2,0.87,0
516.44,3,5,4,3,-2.35,9,0.48,3
57.0,1,6,3,3,0.77,17,0.84,3
65.98,1,2,2,0,-1.04,18,0.21,0
1097.78,0,5,3,0,-0.06,5,0.47,3
423.79,1,4,2,1,0.2,1,0.22,2
34.78,2,3,2,0,-2.0,8,0.86,3
8.16,1,0,7,1,-0.04,5,0.6,2
59.75,2,5,1,2,-2.18,12,0.16,3
71.84,1,2,0,1,-0.81,20,0.09,1
6.79,2,0,0,2,0.77,14,0.45,0
16.52,1,5,5,0,-0.06,6,0.76,3
68.32,1,5,1,0,-1.38,13,0.04,0
128.2,1,4,0,0,0.15,3,0.1,0
52.22,2,7,4,1,0.12,17,0.24,1
29.35,2,3,4,0,-0.2,12,0.73,0
28.21,2,3,7,1,-1.42,14,0.91,1
71.31,0,2,4,0,-0.2,4,0.11,3
385.07,3,3,7,3,-0.44,1,0.72,0
6.28,2,3,3,0,0.18,6,0.04,0
9.58,2,6,4,3,0.31,14,0.49,3
1164.6,0,3,2,3,0.15,8,0.95,2
86.82,1,3,0,2,0.46,14,0.8,0
358.3,0,2,4,2,-0.09,2,0.0,3
89.21,1,2,2,1,1.02,11,0.79,1
388.07,3,0,2,3,0.68,18,0.83,1
465.58,0,2,0,0,0.98,15,0.44,2
118.7,1,7,6,3,0.03,12,0.11,0
72.68,3,6,2,2,0.39,11,0.25,2
16.75,3,6,6,0,-0.43,17,0.05,3
409.87,3,2,0,3,0.21,15,0.63,3
1580.15,0,7,6,1,0.45,4,0.78,0
318.03,1,5,4,3,1.82,10,0.61,2
395.21,1,5,6,2,0.52,20,0.6,3
44.92,2,1,5,2,-1.56,4,0.25,3
61.43,3,0,4,3,0.32,6,0.81,0
27.8,2,2,5,0,-0.39,1,0.72,3
179.99,3,0,0,3,-0.52,10,0.79,0
168.16,1,4,4,0,-1.12,1,0.97,3
1701.91,0,6,7,2,-0.87,1,0.1,1
111.65,1,0,0,1,0.03,18,0.07,3
30.95,1,4,3,0,0.8,20,0.75,1
866.81,0,5,3,0,0.05,15,0.49,3
27.51,1,7,3,3,0.26,7,0.93,1
855.26,0,3,7,3,0.8,9,0.85,1
12.56,2,2,2,0,-0.04,17,0.73,0
2.77,2,1,3,0,-0.43,18,0.79,3
384.84,3,1,7,2,-0.65,6,0.93,0
947.04,0,5,2,0,1.24,16,0.45,1
31.68,1,2,6,2,1.15,7,0.24,0
9.83,2,0,7,2,-1.78,7,0.11,0
454.08,0,7,2,1,0.52,15,0.35,2
606.12,3,6,7,1,-0.78,8,0.55,3
8.36,2,6,3,0,0.37,18,0.9,3
172.61,3,7,2,2,0.0,20,0.62,2
40.12,1,3,6,1,-0.02,12,0.04,1
12.74,2,1,5,1,-0.29,7,0.1,1
361.84,3,6,3,2,1.27,8,0.75,2
90.42,3,6,1,0,1.28,2,0.84,1
239.86,3,5,3,2,0.85,11,0.81,3
12.03,2,6,0,1,0.06,12,0.22,1
9.0,1,2,3,2,1.68,6,0.83,2
29.89,2,5,7,3,0.27,17,0.62,1
611.75,0,1,2,3,0.15,1,0.67,3
84.95,1,5,3,1,-1.44,1,0.9,2
0.01,3,3,2,1,-0.49,18,0.84,0
1154.82,0,3,7,2,-0.02,2,0.97,1
893.14,0,4,6,3,-0.46,17,0.11,0
918.65,0,3,5,3,0.04,16,0.68,2
1839.27,0,6,6,0,0.54,14,0.63,1
35.75,2,1,0,2,-1.97,7,0.29,0
17.39,2,2,4,0,-0.44,10,0.65,1
240.45,1,7,6,1,1.71,17,0.54,0
368.46,3,1,1,0,-1.34,18,0.7,2
225.94,1,6,0,0,0.84,17,0.84,2
50.26,1,2,1,0,1.42,6,0.95,1
134.74,1,3,4,0,0.15,18,0.25,3
2089.28,0,7,7,3,-0.21,4,0.92,1
121.32,1,1,1,0,0.65,9,0.47,2
21.81,2,3,4,1,-0.99,10,0.87,2
219.95,3,7,7,1,-1.4,7,0.95,2
483.24,3,2,7,1,-0.35,2,0.88,0
67.87,1,4,2,3,-1.0,10,0.6,0
33.05,2,0,4,1,1.63,11,0.21,3
32.33,1,2,6,1,-0.72,13,0.75,0
46.46,2,4,0,1,1.21,2,0.03,0
68.1,1,5,0,2,0.3,16,0.72,3
524.21,0,3,1,3,0.68,16,0.78,2
27.6,1,1,6,1,1.69,11,0.98,3
9.67,2,2,2,2,-1.34,3,0.61,3
287.39,1,2,6,3,-1.54,15,0.46,1
904.83,0,3,1,2,-0.11,16,0.64,2
17.32,2,0,4,0,2.64,8,0.61,0
23.35,2,6,1,0,0.0,9,0.6,1
206.95,1,5,0,2,-2.07,16,0.53,3
114.22,1,1,0,1,2.15,8,0.13,2
20.1,1,1,0,0,-1.72,11,0.37,2
447.73,3,1,4,2,-0.83,1,0.2,1
23.79,1,1,2,2,-1.56,20,0.48,0
16.06,1,7,1,3,-1.1,17,0.12,3
49.47,2,5,4,3,-1.12,12,0.13,1
29.71,2,5,1,2,-0.31,5,0.41,0
281.11,1,3,0,2,-0.37,20,0.05,2
50.02,2,5,1,3,-0.08,5,0.39,3
142.46,3,2,7,1,0.09,18,0.82,3
94.98,3,1,4,2,-0.48,20,0.55,0
51.36,2,7,7,1,-1.61,17,0.43,2
13.75,2,3,0,0,-0.87,12,0.27,1
303.66,0,3,4,2,0.37,14,0.31,1
1533.08,0,0,4,0,0.46,16,0.84,2
88.98,1,5,2,2,1.41,2,0.5,2
370.83,3,0,6,0,2.07,11,0.36,3
11.55,2,1,2,3,-1.22,13,0.56,3
471.49,0,3,3,0,-1.82,20,0.37,1
439.36,3,3,5,1,1.73,1,0.69,2
170.4,1,0,0,1,0.73,18,0.29,0
2242.4,0,6,6,2,-0.13,12,0.74,2
48.16,1,4,5,2,1.61,20,0.77,2
30.81,2,2,1,3,1.73,2,0.83,0
433.2,3,7,7,1,0.3,13,0.63,1
6.22,2,4,4,2,-2.1,7,0.83,3
1332.06,0,7,7,3,0.2,19,0.73,2
13.03,2,0,5,3,0.34,19,0.05,0
473.75,3,7,3,3,0.19,9,0.37,2
191.51,3,3,5,3,-0.88,18,0.39,3
28.75,2,7,2,0,0.51,12,0.87,1
42.63,2,3,2,1,-2.5,9,0.62,1
1329.55,0,4,5,1,0.74,3,0.04,1
42.99,2,4,7,3,0.44,16,0.43,1
1189.19,0,2,6,3,2.27,14,0.97,1
426.07,3,2,0,0,-0.9,7,0.09,2
237.64,1,5,6,2,-1.41,16,0.19,3
576.59,0,3,1,1,-1.93,12,0.52,1
4.51,1,1,3,2,-0.73,15,0.27,3
38.53,2,3,4,1,1.51,10,0.26,1
373.54,3,1,2,0,1.51,17,0.96,0
827.94,0,2,5,1,-0.24,8,0.49,3
1403.14,0,2,5,1,0.65,16,0.23,3
705.88,0,5,3,2,-1.03,4,0.66,2
11.07,2,4,0,2,-0.51,13,0.55,0
4.1,2,7,2,2,-1.94,6,0.98,3
25.72,2,5,0,1,-0.36,13,0.67,2
358.86,3,5,3,3,-0.63,5,0.81,1
34.26,2,5,5,3,-0.74,13,0.89,0
167.95,3,2,7,0,1.68,12,0.86,0
124.62,1,1,6,2,0.57,13,0.82,2
4.96,2,7,2,2,0.32,20,0.85,3
17.93,2,1,6,2,0.2,2,0.41,2
448.27,3,4,5,0,0.2,16,0.28,0
1508.49,0,0,7,2,0.3,18,0.19,0
970.85,0,0,6,1,0.27,17,0.49,0
26.76,2,1,7,2,1.67,19,0.51,3
473.47,3,4,0,0,0.91,16,0.2,0
6.62,3,1,4,1,-0.21,16,0.78,3
267.23,3,0,2,3,-2.22,4,0.18,0
323.61,3,0,1,3,-1.26,14,0.74,0
1385.32,0,1,7,1,-1.98,16,0.55,1
649.91,3,7,6,2,0.14,11,0.36,0
515.44,3,6,3,0,0.96,6,0.2,1
73.31,1,0,1,1,0.55,7,0.33,0
35.94,2,5,4,2,2.85,19,0.57,1
21.97,0,5,3,3,-1.17,3,0.36,3
23.79,3,7,6,2,1.18,19,0.6,2
207.86,0,5,1,0,1.26,10,0.7,2
1187.04,0,5,7,0,-1.47,7,0.68,1
