TransactionAmount,TransactionType,MerchantCategory,Location,DeviceType,SpendingDeviationScore,VelocityScore,GeoAnomalyScore,PaymentChannel,Target
797.79,0,7,6,3,-0.39,20,0.37,0,0
234.99,1,4,3,2,-0.82,2,0.87,0,1
1094.46,0,1,7,1,0.79,16,0.84,1,0
8.32,2,5,7,3,0.06,18,0.44,1,1
13.71,1,4,3,3,0.4,4,0.05,3,1
51.62,2,5,1,2,0.78,6,0.69,2,1
356.03,3,0,7,0,-1.05,10,0.22,2,1
96.3,2,6,6,1,-0.47,15,0.94,2,1
17.02,1,7,6,0,-0.16,2,0.89,0,1
19.01,2,3,3,2,0.28,19,0.16,0,1
487.4,3,3,3,3,-1.11,3,0.38,1,1
776.2,0,5,6,2,1.01,1,0.55,0,0
31.83,2,6,7,3,0.71,3,0.71,2,1
290.88,1,0,4,2,0.59,2,0.3,2,1
92.08,1,2,5,3,2.32,15,0.74,1,1
348.97,3,4,5,1,1.14,9,0.25,0,1
6.55,2,1,3,3,1.1,18,0.65,3,1
992.42,0,3,2,1,-0.13,3,0.34,1,0
34.59,1,3,7,3,0.88,15,0.79,2,1
1423.58,0,5,2,2,1.03,19,0.87,0,0
23.87,2,6,1,0,0.9,20,0.02,2,1
42.95,3,7,3,2,1.65,20,0.01,1,1
768.79,0,7,3,2,0.72,16,0.91,3,0
552.59,3,1,0,0,2.35,4,0.24,3,1
64.55,1,7,7,0,-1.38,14,0.62,2,1
42.39,1,6,5,3,0.93,20,0.43,1,1
963.39,0,7,5,2,-1.35,20,0.4,1,0
17.04,2,0,7,3,-1.0,8,0.01,0,1
0.01,3,5,6,1,-0.1,12,0.97,2,1
1804.26,0,2,2,1,1.6,14,0.68,0,0
5.41,2,5,5,2,-0.61,8,0.35,1,1
36.89,2,4,1,3,-1.65,1,0.95,0,1
582.03,0,6,6,1,0.88,1,0.81,0,0
567.35,0,1,4,2,-0.25,8,0.98,2,0
9.83,2,7,5,2,-0.94,11,0.51,3,1
314.79,3,5,5,2,-0.75,5,0.24,2,1
408.62,0,1,3,1,0.69,3,0.14,2,0
29.76,2,6,5,2,-0.9,8,0.45,3,1
1238.81,0,1,0,0,0.52,11,0.35,0,0
171.31,1,2,3,1,-0.76,19,0.0,1,1
23.66,2,6,7,0,2.04,2,0.31,2,1
18.56,2,4,1,2,-0.68,3,0.16,1,1
1262.92,0,6,7,1,0.81,14,0.16,1,0
89.82,3,5,5,3,0.1,5,0.3,3,1
326.89,3,3,6,3,0.2,15,0.23,2,1
381.66,1,4,0,0,-0.38,8,0.81,0,1
626.37,0,1,0,2,0.79,10,0.24,0,0
445.86,3,4,3,2,0.01,16,0.57,0,1
22.74,2,1,7,0,1.17,1,0.63,3,1
1549.38,0,4,1,3,0.43,17,0.24,3,0
1120.7,0,6,5,3,0.15,1,0.24,3,0
873.25,0,1,7,0,-1.31,10,0.39,2,0
408.47,3,1,2,2,-1.37,2,0.37,1,1
148.9,3,2,6,3,2.59,7,0.07,0,1
27.36,1,3,0,1,1.44,15,0.74,2,1
13.71,2,7,0,1,-0.58,7,0.23,1,1
6.16,2,5,7,0,1.22,20,0.23,0,1
245.8,3,3,6,0,1.87,8,0.67,2,1
542.75,0,0,3,1,1.19,13,0.66,0,0
45.04,2,4,3,0,-0.31,15,0.85,2,1
350.64,3,2,4,2,-0.31,9,0.63,2,1
29.67,2,6,0,0,-0.13,17,0.59,1,1
183.14,1,3,2,1,2.47,8,0.44,3,1
217.06,3,1,2,1,0.12,1,0.92,2,1
800.72,0,2,1,3,-1.84,19,0.37,3,0
20.32,2,0,2,2,1.15,5,0.08,0,1
945.19,0,2,5,1,-0.03,13,0.87,0,0
104.83,1,7,0,3,-0.97,2,0.22,2,1
796.93,3,1,5,0,-0.73,7,0.81,1,1
452.33,3,6,2,1,0.92,6,0.72,2,1
36.19,1,2,3,3,-0.3,5,0.24,0,1
10.31,2,1,7,2,0.29,18,0.66,2,1
1242.31,0,1,2,0,1.09,8,0.44,0,0
479.77,3,7,3,1,-1.52,17,0.46,1,1
1572.99,0,3,6,2,2.44,5,0.08,3,0
238.12,3,0,6,0,0.14,13,0.71,3,1
953.43,0,4,5,1,0.43,17,0.33,2,0
79.79,1,6,3,2,-0.63,3,0.23,1,1
870.9,0,2,4,1,1.15,11,0.43,1,0
118.03,3,5,0,0,-0.54,20,0.3,0,1
10.93,2,6,2,1,-0.79,13,0.68,2,1
0.01,0,1,1,2,-1.03,13,0.57,1,1
12.83,2,0,1,3,1.04,19,0.62,1,1
17.14,2,4,2,3,-0.23,2,0.17,0,1
1773.14,0,1,3,2,-2.07,14,0.14,0,0
627.66,0,4,0,3,1.24,2,0.43,1,0
441.88,3,3,7,3,1.31,9,0.37,1,1
149.52,1,5,5,2,0.5,15,0.72,1,1
1075.5,0,1,4,3,0.68,6,0.69,2,0
1778.01,0,4,6,0,0.81,3,0.04,0,0
13.46,2,5,3,3,-0.08,9,0.15,3,1
56.15,1,6,5,3,1.51,10,0.35,2,1
112.43,1,1,5,2,-0.68,9,0.55,1,1
24.76,2,5,5,2,0.43,16,0.29,3,1
16.07,2,5,2,1,-0.11,2,0.81,1,1
220.43,3,6,3,2,-0.53,13,0.56,0,1
943.21,0,5,6,0,0.34,7,0.18,3,0
279.3,3,2,2,2,0.19,15,0.91,0,1
94.19,1,5,5,0,-1.76,5,0.02,1,1
46.31,1,3,0,0,0.24,5,0.95,0,1
16.85,2,0,3,2,-0.31,7,0.52,2,1
410.9,3,1,4,1,-0.42,19,0.13,1,1
568.79,0,1,7,3,-0.73,4,0.27,3,0
1244.51,0,5,2,3,-0.56,16,0.36,2,0
401.59,1,3,1,2,0.49,9,0.96,1,1
389.19,3,0,5,3,2.45,9,0.74,0,1
615.66,0,1,0,0,2.04,2,0.33,2,0
22.05,2,6,0,2,-0.84,19,0.75,1,1
16.95,2,5,7,1,1.11,11,0.27,0,1
3.55,2,0,6,1,-0.06,7,0.99,3,1
3.39,2,0,5,1,-0.04,4,0.43,1,1
93.19,1,5,0,3,-0.27,12,0.2,2,1
1165.42,0,3,6,1,-0.5,11,0.07,1,0
617.48,0,3,0,2,0.45,18,0.83,2,0
0.09,1,7,2,3,0.86,5,0.12,2,1
24.21,1,0,2,3,0.4,8,0.59,1,1
1702.93,0,0,3,0,-0.07,20,0.56,3,0
15.73,2,6,0,3,0.23,8,0.95,3,1
11.78,2,2,7,3,2.53,11,0.26,3,1
80.57,1,5,7,1,0.11,20,0.06,1,1
627.59,0,7,1,3,-0.27,8,0.2,1,0
9.35,2,7,7,3,-0.54,15,0.99,0,1
1325.69,0,0,4,0,-0.25,15,0.46,3,0
564.19,3,1,5,3,1.33,13,0.55,0,1
127.5,3,0,0,1,-1.1,19,0.3,0,1
1302.08,0,7,2,2,-0.41,20,0.83,1,0
391.23,3,3,4,1,0.49,20,0.08,3,1
509.38,3,6,2,0,1.66,9,0.45,3,1
474.33,3,1,5,3,0.46,4,0.64,1,1
6.04,2,6,6,1,1.37,10,0.81,1,1
37.84,1,5,5,2,-0.96,6,0.19,2,1
333.4,3,5,0,0,0.51,20,0.63,2,1
1174.89,0,4,7,2,-2.64,8,0.82,0,0
73.35,1,3,3,3,-1.21,10,0.36,3,1
31.79,1,0,2,3,-1.3,15,0.24,1,1
502.66,0,6,4,1,0.92,16,0.79,3,0
140.82,1,3,5,2,-0.2,16,0.28,0,1
1199.95,0,0,1,2,-0.38,17,0.26,2,0
54.01,2,0,6,2,-0.82,4,0.45,1,1
22.65,2,0,4,1,-0.79,19,0.59,0,1
11.61,2,5,4,1,0.81,11,0.23,0,1
501.9,3,1,3,3,-1.4,6,0.05,1,1
8.72,2,7,2,1,-0.56,20,0.32,1,1
3.04,1,5,4,1,-2.46,13,0.38,0,1
19.72,1,1,3,0,0.18,3,0.54,2,1
1295.17,0,1,0,3,0.17,5,0.86,3,0
679.76,0,7,5,1,1.09,18,0.82,3,0
473.83,3,3,0,3,0.3,14,0.03,1,1
249.22,3,6,7,2,-1.22,11,0.57,1,1
14.21,2,4,4,0,-1.31,6,0.81,3,1
36.54,2,5,6,2,-0.91,3,1.0,2,1
1892.95,0,7,4,1,0.63,1,0.51,2,0
77.74,3,4,1,2,0.53,3,0.97,0,1
398.01,3,2,7,3,-0.78,10,0.81,2,1
222.54,1,2,5,1,0.52,8,0.46,3,1
245.22,3,6,5,3,-0.3,2,0.72,3,1
1485.24,0,7,4,2,1.24,8,0.09,1,0
137.79,3,7,7,0,-0.31,3,0.63,2,1
162.92,3,7,4,1,-0.87,17,0.97,2,1
118.51,2,4,4,1,0.44,15,0.91,3,1
4.66,1,5,4,1,0.56,18,0.63,0,1
14.23,1,2,6,2,-1.69,6,0.48,1,1
17.03,2,1,1,1,-0.24,17,0.53,1,1
1464.62,0,1,5,3,-0.88,7,0.3,2,0
54.9,0,1,5,1,0.12,7,0.09,1,1
735.45,0,1,4,0,1.23,2,0.43,0,0
125.82,3,6,4,1,1.11,15,0.81,2,1
112.95,1,0,6,2,0.35,15,0.23,1,1
21.54,2,1,2,0,-2.21,12,0.07,1,1
663.93,3,2,2,2,-1.12,19,0.43,2,1
66.97,2,1,4,1,-0.09,8,0.13,0,1
0.01,0,1,0,2,1.42,13,0.57,0,1
113.15,1,0,5,1,-0.19,14,0.38,3,1
79.1,0,2,2,3,-1.12,11,0.19,0,1
175.77,1,4,3,3,-0.56,10,0.75,1,1
80.16,1,6,2,3,1.69,6,0.07,3,1
536.05,3,0,4,0,0.71,8,0.47,1,1
16.51,2,0,3,2,0.89,9,0.74,0,1
13.96,2,4,7,3,-0.18,12,0.32,0,1
244.36,3,0,7,0,0.46,7,0.93,1,1
825.94,0,6,0,2,-0.57,7,0.7,0,0
671.06,3,0,2,1,1.06,19,0.55,2,1
0.01,3,6,1,1,0.81,1,0.86,0,1
108.12,1,0,0,0,-0.81,15,0.49,2,1
61.0,1,1,5,3,0.95,12,0.94,0,1
832.81,0,3,7,0,0.66,9,0.55,0,0
514.78,3,2,0,1,-2.2,20,0.39,3,1
39.98,2,4,5,0,-1.14,7,0.65,0,1
1179.13,0,6,4,0,0.61,14,0.81,1,0
152.1,2,3,2,1,0.48,9,0.87,1,1
18.19,2,0,6,0,0.13,20,0.67,2,1
59.55,1,6,2,2,-0.74,15,0.4,3,1
110.21,1,7,3,3,1.49,12,0.97,1,1
19.42,2,5,4,1,-0.93,4,0.69,3,1
3.56,1,1,1,3,1.5,17,0.98,2,1
1054.3,0,6,7,0,-1.58,7,0.92,0,0
209.1,3,5,7,0,1.47,1,0.75,0,1
11.3,2,5,2,1,-1.67,15,0.72,3,1
476.93,3,6,5,3,-0.73,15,0.41,0,1
53.09,1,7,7,0,1.86,10,0.33,1,1
4.57,3,6,3,2,-0.41,5,0.25,2,1
11.08,3,7,4,3,-1.48,1,0.27,1,1
215.03,3,4,3,2,0.46,5,0.89,0,1
935.11,0,1,6,1,1.73,20,0.58,2,0
323.61,1,3,0,3,-0.26,18,0.67,1,1
104.49,1,0,3,2,1.46,17,0.07,0,1
1496.23,0,4,6,2,-0.51,13,0.48,3,0
188.25,0,4,5,2,-0.17,10,0.5,1,1
358.67,3,7,5,3,-1.99,4,0.97,1,1
84.38,2,0,5,1,-0.82,16,0.22,1,1
240.41,3,6,7,1,-0.65,13,0.01,3,1
779.9,3,7,4,1,-0.66,20,0.69,2,1
465.44,3,0,3,1,0.55,5,0.8,0,1
29.67,2,4,4,1,0.47,9,0.0,3,1
76.53,3,0,5,1,0.45,6,0.74,0,1
1658.02,0,7,6,0,-0.13,8,0.32,2,0
1190.2,0,4,0,3,0.63,1,0.33,2,0
1238.4,0,1,2,2,-0.74,4,0.59,2,0
1026.34,0,6,5,1,0.07,10,0.67,2,0
1465.12,0,5,0,3,0.62,5,0.65,1,0
16.84,2,2,4,1,1.59,15,0.95,1,1
34.9,2,3,6,0,0.02,10,0.77,0,1
43.31,1,2,2,3,1.66,5,0.82,2,1
8.77,1,2,5,0,1.44,5,0.17,2,1
0.01,3,3,2,0,1.05,2,0.34,1,1
273.6,0,4,0,3,0.91,7,0.54,3,0
577.25,0,5,6,1,-0.27,5,0.04,3,0
1185.73,0,4,7,2,-0.18,3,0.58,3,0
11.16,2,0,3,0,-1.83,11,0.37,3,1
15.03,2,1,5,3,0.39,20,0.64,0,1
546.37,3,5,5,0,-0.62,1,0.57,3,1
278.08,3,6,3,0,-0.35,4,0.87,0,1
9.51,2,2,0,2,0.49,1,0.05,0,1
382.53,0,3,7,0,-1.78,9,0.93,1,0
67.98,1,0,7,2,-0.79,9,0.7,1,1
5.84,2,5,1,3,-0.68,13,0.11,0,1
348.27,3,1,1,3,0.61,10,0.28,0,1
80.64,1,1,4,2,1.48,8,0.7,3,1
1284.83,0,4,0,0,0.69,2,0.2,3,0
23.57,2,2,5,2,1.22,12,0.86,1,1
13.47,2,0,1,2,0.05,5,0.5,0,1
96.75,1,7,3,2,1.96,16,0.68,2,1
31.38,1,2,7,2,-0.9,14,0.26,2,1
44.04,2,4,4,3,-0.5,3,0.46,3,1
38.07,2,3,2,3,-1.25,17,0.64,0,1
78.06,1,3,3,0,0.65,2,0.53,0,1
24.68,2,4,1,1,-1.29,2,0.84,2,1
9.32,2,5,5,0,0.36,13,0.64,2,1
31.39,1,6,3,0,-0.16,17,0.56,2,1
10.52,2,5,6,0,-0.37,7,0.54,0,1
36.61,2,5,7,2,-0.0,2,0.96,0,1
185.11,3,1,7,2,0.09,12,0.11,1,1
141.79,3,7,7,2,0.69,13,0.57,0,1
456.87,3,1,0,1,0.36,11,0.41,1,1
192.6,3,5,7,2,0.51,20,0.13,3,1
489.74,3,3,3,3,-0.59,11,0.88,3,1
70.89,0,5,1,1,0.63,15,0.31,1,1
963.19,0,4,1,3,-0.79,3,0.02,0,0
25.04,1,0,1,0,0.66,8,1.0,1,1
13.69,2,0,3,2,-1.37,17,0.75,0,1
148.16,3,0,2,1,-0.07,8,0.63,3,1
212.96,1,2,4,2,-1.36,2,0.99,1,1
44.92,2,2,5,3,-0.27,1,0.52,3,1
21.65,2,1,6,3,-0.83,16,0.63,3,1
7.34,2,3,5,3,-0.93,4,0.52,2,1
24.98,2,2,4,2,1.92,9,0.18,2,1
5.18,2,7,0,1,-0.53,7,0.93,3,1
1102.87,0,1,4,1,-1.23,10,0.25,3,0
125.0,1,1,7,3,-1.31,17,0.57,2,1
7.62,2,2,2,0,-1.21,3,0.26,2,1
51.85,1,0,5,2,1.08,2,0.18,0,1
27.75,1,3,0,2,0.11,4,0.11,2,1
212.65,2,1,2,0,0.55,20,0.59,2,1
1486.14,0,0,0,2,1.32,1,0.97,2,0
595.57,3,0,5,3,0.23,11,0.96,1,1
46.98,1,6,7,1,-0.25,15,0.44,2,1
120.4,1,0,4,2,2.17,3,0.52,2,1
1888.63,0,7,7,2,-0.46,10,0.06,3,0
349.1,3,3,1,2,-0.52,14,0.45,3,1
36.14,3,1,2,3,-0.64,6,0.96,0,1
379.28,3,5,5,3,0.05,8,0.36,1,1
48.45,2,1,6,2,0.05,11,0.15,2,1
12.03,2,0,2,3,-0.15,12,0.41,0,1
162.0,0,2,1,0,-0.69,14,0.78,3,1
5.89,2,3,7,3,0.77,11,0.78,0,1
1099.27,0,4,1,1,-0.23,18,0.08,2,0
199.09,3,3,5,1,-1.11,3,0.58,1,1
1270.3,0,1,4,1,1.4,14,0.52,3,0
38.24,1,7,2,1,0.4,15,0.63,0,1
1372.95,0,1,4,1,0.98,1,0.75,2,0
915.68,0,6,0,0,-0.18,4,0.25,0,0
405.59,0,6,3,3,-1.3,18,0.33,2,0
8.7,2,3,6,0,-0.8,20,0.89,3,1
126.59,3,0,0,3,-0.19,7,0.88,1,1
12.18,2,3,7,0,0.4,6,0.29,0,1
10.59,2,6,5,1,-0.74,16,0.82,2,1
27.33,2,1,7,2,-1.86,5,0.5,3,1
15.51,2,7,4,3,-0.5,16,0.72,3,1
713.92,3,2,6,1,1.2,19,0.1,2,1
455.19,1,5,7,3,1.06,9,0.04,1,1
335.58,3,3,1,3,0.15,13,0.07,3,1
1126.12,0,4,3,0,-0.4,1,0.41,2,0
850.5,0,4,3,1,0.69,16,0.81,2,0
35.86,2,3,4,0,1.35,4,0.36,0,1
217.65,3,7,1,2,0.69,2,0.59,2,1
58.04,1,0,0,1,-1.23,16,0.83,1,1
1496.65,0,7,6,3,1.91,14,0.29,2,0
1099.58,0,1,2,1,0.97,6,0.6,0,0
474.16,0,7,2,0,-1.21,6,0.17,2,0
20.79,2,3,0,2,1.22,5,0.22,0,1
1521.37,0,6,6,3,-0.16,16,0.21,2,0
75.82,1,4,6,1,0.96,9,0.33,2,1
781.23,0,4,3,0,0.51,3,0.97,2,0
8.03,2,5,2,1,0.91,11,0.06,0,1
1137.62,0,3,2,0,-0.62,16,0.91,0,0
1038.27,0,3,7,2,0.89,8,0.79,2,0
51.4,3,1,4,1,0.24,6,0.77,3,1
73.34,1,7,7,2,0.85,9,0.84,0,1
820.37,0,3,4,0,-0.48,14,1.0,1,0
1302.17,0,1,6,1,0.67,12,0.23,0,0
29.81,1,6,1,1,0.09,17,0.32,2,1
18.06,2,1,5,3,-0.32,6,0.4,3,1
512.69,3,7,0,0,1.62,3,0.32,3,1
412.05,3,4,1,1,0.41,4,0.12,1,1
360.16,3,7,3,1,0.06,16,0.14,1,1
1626.87,0,1,1,2,2.07,1,0.42,1,0
11.25,1,7,4,0,0.05,15,0.66,2,1
698.08,0,3,4,3,1.22,15,0.76,0,0
900.5,3,4,2,2,-0.44,15,0.02,3,1
11.24,2,1,4,1,0.8,7,0.82,3,1
291.09,3,2,6,1,-0.49,5,0.03,2,1
6.41,1,3,7,2,-0.2,17,0.43,3,1
18.17,1,4,4,0,-0.42,7,0.12,0,1
307.31,3,4,4,1,-0.56,14,0.43,2,1
119.48,3,3,1,1,-0.36,3,0.65,1,1
64.68,2,7,2,2,1.09,9,0.95,0,1
25.59,2,4,2,1,-1.81,15,0.11,1,1
0.01,0,2,0,3,2.55,7,0.55,2,1
73.26,3,3,6,3,0.15,19,0.92,3,1
1325.03,0,6,0,1,-0.28,14,0.13,2,0
88.87,1,4,6,3,-1.2,4,0.69,1,1
6.96,2,5,5,3,-0.43,15,0.27,2,1
2012.08,0,0,5,2,-0.55,10,0.07,1,0
1100.25,0,7,1,3,0.88,6,0.58,2,0
696.33,0,7,7,1,1.56,7,0.41,0,0
85.64,1,7,6,0,-2.34,19,0.91,3,1
1015.87,0,1,2,3,0.74,16,0.5,2,0
339.02,1,7,6,0,0.14,6,0.58,1,1
385.36,0,2,3,1,0.04,18,0.18,1,0
59.48,3,6,4,0,-0.8,4,0.58,2,1
902.51,0,7,5,2,0.93,2,0.7,1,0
102.37,1,7,4,1,0.63,2,0.56,1,1
10.12,2,4,3,1,1.12,12,0.97,1,1
723.39,3,4,4,1,2.09,16,0.02,3,1
314.41,3,6,6,3,1.39,3,0.66,2,1
9.41,2,7,6,3,-1.88,7,0.32,1,1
649.0,3,0,1,0,1.67,5,0.5,1,1
223.13,3,0,6,3,-0.22,12,0.53,1,1
1253.66,0,6,6,0,0.4,9,0.11,0,0
531.7,3,0,3,3,0.16,2,0.82,1,1
8.52,2,1,5,0,-1.38,10,0.14,3,1
163.9,3,1,0,3,-0.45,15,0.64,1,1
54.26,1,4,0,1,-0.85,14,0.25,0,1
35.03,1,6,7,1,1.48,8,0.23,0,1
16.15,2,6,3,3,-0.96,3,0.08,3,1
439.64,3,5,2,2,1.21,6,0.85,0,1
733.22,0,2,5,2,-0.28,20,0.75,0,0
1288.41,0,6,3,3,-0.59,7,0.32,3,0
53.45,2,2,0,3,-0.34,3,0.84,2,1
833.78,0,6,1,2,1.27,3,0.34,3,0
81.12,1,4,4,3,-1.13,19,0.02,1,1
848.9,0,1,0,1,-0.27,15,0.25,0,0
29.01,2,1,6,3,-0.74,14,0.12,0,1
295.13,3,0,2,3,2.53,4,0.01,2,1
450.85,3,5,4,2,0.64,14,0.67,1,1
22.25,2,0,6,3,-0.85,6,0.47,1,1
527.14,3,7,6,2,1.61,2,0.58,3,1
266.49,3,2,3,1,1.38,16,0.95,1,1
29.42,2,3,7,0,0.78,13,0.21,0,1
834.93,0,5,6,0,-0.49,7,0.93,1,0
421.55,3,1,6,3,-0.18,10,0.08,1,1
152.44,1,4,4,2,1.7,4,0.63,1,1
20.34,2,7,0,1,0.13,4,0.44,0,1
66.79,1,3,5,0,-0.32,14,0.66,2,1
16.73,2,3,1,2,-0.34,14,0.56,3,1
256.31,1,1,6,0,0.37,8,0.29,3,1
562.5,3,4,6,1,-1.06,16,0.13,0,1
478.32,0,3,3,0,1.18,15,0.57,1,0
1774.75,0,3,4,1,1.33,3,0.13,2,0
12.67,2,4,7,1,0.58,18,0.12,1,1
370.36,1,3,1,0,-1.0,5,0.64,1,1
15.99,2,3,0,2,-0.25,3,0.79,2,1
936.55,0,5,3,0,1.74,12,0.06,3,0
0.01,3,7,7,0,1.43,14,0.05,0,1
1321.77,0,3,3,2,-0.28,16,0.24,0,0
131.64,1,5,4,1,1.14,1,0.04,3,1
391.17,0,2,2,0,-0.87,6,0.79,2,0
42.91,2,6,5,0,-2.45,2,0.43,2,1
94.69,1,6,1,3,-0.33,8,0.93,2,1
32.73,2,7,0,3,-0.04,12,0.78,1,1
86.76,1,6,7,1,0.79,14,0.47,3,1
223.24,1,5,2,3,-0.33,1,0.16,3,1
26.34,2,2,7,1,0.13,1,0.18,2,1
20.36,2,2,3,1,-0.21,10,0.44,1,1
540.9,3,5,6,2,0.32,9,0.18,2,1
298.09,3,2,2,0,-0.5,13,0.23,2,1
110.86,1,6,5,1,-0.61,5,0.11,2,1
159.92,3,2,0,1,0.85,9,0.42,0,1
15.88,2,0,6,3,-0.05,4,0.95,0,1
166.43,1,5,5,3,0.4,6,0.02,2,1
29.59,2,4,2,3,-1.52,18,0.46,0,1
39.78,1,2,5,3,0.42,19,0.17,1,1
4.68,2,5,2,1,2.0,6,0.84,1,1
14.28,1,4,3,2,0.69,18,0.62,1,1
0.01,3,1,3,1,0.96,14,0.68,0,1
281.55,3,4,5,3,-0.45,14,0.09,2,1
552.68,3,7,3,1,-1.34,9,0.61,3,1
1136.01,0,6,7,2,-0.01,1,0.85,2,0
23.53,2,4,4,1,-0.44,11,0.48,3,1
18.25,1,3,0,2,0.18,19,0.8,0,1
2293.38,0,5,3,1,-0.58,20,0.86,0,0
6.77,2,5,4,2,1.25,6,0.06,2,1
24.09,2,4,0,0,0.47,13,0.55,3,1
1471.22,0,7,4,3,0.57,12,0.48,1,0
226.55,3,7,1,3,1.64,3,0.29,1,1
1000.54,0,0,1,2,-0.87,16,0.32,1,0
67.59,1,4,0,2,2.19,9,0.45,3,1
476.44,3,3,6,0,-0.84,17,0.19,3,1
1465.36,0,0,6,0,1.51,20,0.44,0,0
25.09,2,6,5,3,1.2,2,0.12,2,1
440.12,0,6,3,2,0.49,1,0.68,1,0
9.94,2,3,4,2,1.55,9,0.75,1,1
324.79,3,6,6,2,1.95,2,0.4,2,1
51.13,1,2,0,0,0.15,7,0.37,1,1
568.94,0,7,6,1,0.4,13,0.08,3,0
162.91,1,5,5,2,0.26,5,0.29,1,1
15.59,2,6,7,3,-0.04,15,0.7,1,1
0.01,3,2,2,3,0.33,13,0.84,0,1
37.28,1,6,2,1,0.08,1,0.47,0,1
3.67,1,3,2,2,-0.94,9,0.06,0,1
0.01,3,3,2,3,0.67,12,0.12,2,1
49.6,2,0,5,3,-1.03,3,0.82,1,1
1588.26,0,2,2,3,0.08,17,0.82,1,0
87.47,1,3,2,0,0.13,16,0.55,0,1
1325.96,0,3,0,2,-2.19,9,0.16,1,0
1094.09,0,0,6,2,-0.58,12,0.19,1,0
31.92,2,0,1,2,1.34,15,0.21,1,1
7.82,2,7,5,1,1.48,13,0.14,1,1
99.45,1,5,7,2,0.72,4,0.23,3,1
45.99,3,1,7,1,0.93,14,0.01,0,1
65.22,2,4,3,3,-0.11,7,0.68,1,1
8.89,2,7,6,3,0.59,18,0.27,1,1
5.8,2,1,7,2,0.04,5,0.21,2,1
516.3,1,3,5,1,-1.16,11,0.67,3,1
10.43,2,5,4,0,-0.18,14,0.26,1,1
23.92,2,0,5,1,0.1,10,0.74,3,1
56.22,1,4,1,2,-1.01,14,0.38,0,1
9.3,2,5,1,0,0.81,5,0.66,1,1
432.62,3,0,4,2,0.62,1,0.68,1,1
1141.06,0,1,3,1,1.03,8,0.32,1,0
469.11,0,0,2,3,1.25,19,0.82,3,0
260.09,3,5,1,0,-1.44,2,0.84,1,1
550.22,3,5,2,0,0.88,5,0.78,2,1
2182.44,0,1,2,1,0.47,17,0.54,3,0
17.01,2,0,1,1,-0.27,4,0.97,3,1
1338.14,0,6,6,3,0.69,18,0.41,0,0
33.94,2,3,7,3,0.37,12,0.87,1,1
231.58,3,0,3,1,-1.41,20,0.97,2,1
935.54,0,5,3,3,0.71,9,0.63,1,0
1489.13,0,5,4,2,-0.42,12,0.79,3,0
196.8,0,1,7,2,0.14,20,0.83,3,1
1312.8,0,7,6,2,0.05,11,0.73,1,0
285.27,3,7,3,3,-0.53,14,0.48,3,1
1242.36,0,6,3,2,1.1,14,0.5,0,0
309.03,3,1,0,0,-0.83,15,0.81,2,1
239.89,3,7,5,0,-0.58,12,0.06,0,1
309.49,3,1,2,1,-0.58,5,0.36,3,1
370.09,3,5,7,0,0.01,14,0.37,2,1
295.45,3,7,3,1,-1.02,5,0.28,0,1
168.41,1,7,2,2,1.65,4,0.34,3,1
71.43,1,7,7,0,-0.59,8,0.09,2,1
0.01,0,3,7,2,-0.24,16,0.04,1,1
770.78,0,2,3,3,0.72,5,0.06,2,0
24.11,2,5,0,3,-0.1,9,0.43,1,1
6.92,3,5,4,0,-0.45,3,0.67,3,1
24.75,2,4,0,1,0.14,14,0.43,0,1
751.21,0,6,4,3,-1.63,12,0.69,2,0
413.49,3,6,6,3,-0.24,19,0.97,0,1
12.25,2,5,0,3,-1.01,16,0.42,3,1
56.48,1,1,6,3,0.02,10,0.55,1,1
252.51,3,2,3,0,-0.36,8,0.5,3,1
401.23,0,7,5,2,-0.31,20,0.58,1,0
318.9,3,0,2,3,-0.7,14,0.1,2,1
82.77,0,5,6,3,0.55,11,0.93,0,1
90.76,1,6,3,0,-0.06,17,0.29,3,1
755.44,0,4,0,3,1.14,8,0.77,1,0
13.04,2,0,3,0,1.69,17,0.56,3,1
382.4,3,5,4,2,-0.45,6,0.21,0,1
1526.06,0,3,3,1,0.27,2,0.01,0,0
68.16,3,1,7,3,-2.05,17,0.47,2,1
36.73,1,3,4,1,0.07,16,0.89,0,1
7.63,1,6,5,2,0.2,7,0.99,3,1
1552.39,0,7,5,1,-0.38,5,0.38,1,0
37.02,1,3,5,0,0.9,13,0.52,3,1
936.68,0,3,7,0,0.86,11,0.83,0,0
292.49,3,5,4,3,0.22,6,0.47,1,1
21.4,2,7,1,3,-0.24,7,0.71,2,1
33.15,2,7,0,2,-0.14,4,0.93,0,1
1370.44,0,5,1,0,-1.52,8,0.08,2,0
2.72,1,2,0,2,-0.31,15,0.55,3,1
45.36,2,0,0,1,0.26,5,0.48,1,1
514.78,3,7,0,3,0.91,19,0.05,0,1
15.44,2,6,7,1,0.75,2,0.49,0,1
671.15,0,4,4,1,-0.46,5,0.42,0,0
1380.14,0,2,5,3,-0.26,13,0.1,3,0
890.32,0,7,3,3,-1.73,3,0.99,3,0
825.08,0,1,3,3,1.21,14,0.07,1,0
385.03,3,0,0,1,-0.51,13,0.18,1,1
155.47,0,3,1,3,-1.09,9,0.88,2,1
269.72,1,6,2,0,1.65,13,0.96,2,1
46.06,3,1,5,0,-0.2,13,0.1,2,1
76.88,1,7,6,3,0.03,13,0.97,0,1
1050.11,0,3,3,1,-1.91,11,0.5,0,0
